0,1,2,3,4,5,6,7,8,9,10
butter,misc. beverages,shopping bags,,,,,,,,
coffee,white bread,,,,,,,,,
whole milk,processed cheese,,,,,,,,,
soda,napkins,specialty chocolate,,,,,,,,
pastry,misc. beverages,,,,,,,,,
UHT-milk,yogurt,napkins,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
grapes,curd,,,,,,,,,
pip fruit,soda,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
pork,pastry,,,,,,,,,
sausage,flour,,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
root vegetables,berries,brandy,,,,,,,,
domestic eggs,yogurt,canned beer,,,,,,,,
frankfurter,canned beer,soda,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
yogurt,roll products ,fruit/vegetable juice,,,,,,,,
bottled beer,pasta,,,,,,,,,
rolls/buns,yogurt,sugar,,,,,,,,
root vegetables,whole milk,,,,,,,,,
shopping bags,white wine,,,,,,,,,
coffee,sauces,,,,,,,,,
soda,soda,,,,,,,,,
sausage,newspapers,salty snack,soda,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,baking powder,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
long life bakery product,fruit/vegetable juice,,,,,,,,,
sausage,other vegetables,,,,,,,,,
chewing gum,other vegetables,,,,,,,,,
sausage,other vegetables,shopping bags,napkins,,,,,,,
sausage,flower (seeds),,,,,,,,,
bottled beer,whole milk,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
pastry,waffles,,,,,,,,,
chicken,cat food,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
beef,root vegetables,,,,,,,,,
frankfurter,yogurt,cat food,,,,,,,,
frankfurter,yogurt,,,,,,,,,
pip fruit,citrus fruit,other vegetables,white wine,frozen vegetables,,,,,,
yogurt,chocolate,,,,,,,,,
white bread,meat,domestic eggs,roll products ,,,,,,,
sugar,cat food,,,,,,,,,
rolls/buns,hamburger meat,candles,,,,,,,,
curd,frozen fish,,,,,,,,,
tropical fruit,long life bakery product,napkins,,,,,,,,
sausage,soda,bottled water,,,,,,,,
ice cream,pip fruit,,,,,,,,,
root vegetables,soda,coffee,,,,,,,,
whole milk,grapes,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
whole milk,soda,,,,,,,,,
whole milk,candy,domestic eggs,white wine,,,,,,,
sausage,oil,,,,,,,,,
domestic eggs,ham,,,,,,,,,
hamburger meat,soda,pastry,newspapers,,,,,,,
cat food,sparkling wine,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
UHT-milk,yogurt,pastry,UHT-milk,,,,,,,
rolls/buns,yogurt,shopping bags,,,,,,,,
ice cream,flower (seeds),,,,,,,,,
chocolate marshmallow,whole milk,sugar,,,,,,,,
beef,rolls/buns,,,,,,,,,
white wine,spread cheese,,,,,,,,,
whole milk,soda,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
mustard,rolls/buns,white bread,newspapers,,,,,,,
whole milk,whole milk,ham,pip fruit,hard cheese,frozen fish,shopping bags,pot plants,,,
whipped/sour cream,other vegetables,,,,,,,,,
ice cream,specialty chocolate,,,,,,,,,
bottled water,butter milk,,,,,,,,,
onions,root vegetables,domestic eggs,chocolate,,,,,,,
dessert,shopping bags,,,,,,,,,
pot plants,chicken,,,,,,,,,
shopping bags,frozen vegetables,,,,,,,,,
root vegetables,candles,,,,,,,,,
bottled water,cream cheese ,,,,,,,,,
whole milk,brandy,,,,,,,,,
beef,root vegetables,,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
pastry,soda,,,,,,,,,
fruit/vegetable juice,rolls/buns,chocolate,,,,,,,,
citrus fruit,waffles,,,,,,,,,
oil,whipped/sour cream,,,,,,,,,
cooking chocolate,oil,,,,,,,,,
frankfurter,cream cheese ,long life bakery product,,,,,,,,
sausage,dessert,,,,,,,,,
red/blush wine,dog food,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
newspapers,cat food,,,,,,,,,
other vegetables,cat food,,,,,,,,,
cookware,sausage,soda,spices,,,,,,,
rolls/buns,baking powder,,,,,,,,,
white bread,hard cheese,,,,,,,,,
soda,napkins,,,,,,,,,
pastry,Instant food products,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
soda,whole milk,frozen fish,canned beer,ready soups,chocolate,,,,,
frankfurter,sausage,packaged fruit/vegetables,yogurt,bottled beer,shopping bags,,,,,
herbs,tropical fruit,whole milk,,,,,,,,
other vegetables,whole milk,house keeping products,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
other vegetables,whole milk,UHT-milk,other vegetables,frozen meals,whole milk,salty snack,,,,
whole milk,pip fruit,,,,,,,,,
domestic eggs,fruit/vegetable juice,,,,,,,,,
citrus fruit,whole milk,beef,shopping bags,,,,,,,
whole milk,frozen vegetables,soda,UHT-milk,,,,,,,
whole milk,butter milk,domestic eggs,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
beef,white bread,,,,,,,,,
oil,other vegetables,rolls/buns,,,,,,,,
curd,dessert,cling film/bags,,,,,,,,
flour,grapes,frankfurter,bottled beer,citrus fruit,grapes,other vegetables,cat food,frozen vegetables,,
newspapers,chicken,pip fruit,,,,,,,,
misc. beverages,bottled beer,dishes,onions,,,,,,,
tropical fruit,condensed milk,pastry,,,,,,,,
rolls/buns,waffles,,,,,,,,,
specialty chocolate,soda,pet care,,,,,,,,
pork,yogurt,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
mustard,salt,,,,,,,,,
soda,dessert,,,,,,,,,
ice cream,long life bakery product,,,,,,,,,
salty snack,napkins,yogurt,brown bread,,,,,,,
canned beer,shopping bags,whole milk,,,,,,,,
yogurt,other vegetables,,,,,,,,,
cream cheese ,brown bread,,,,,,,,,
rolls/buns,pet care,,,,,,,,,
beef,pastry,,,,,,,,,
pet care,brown bread,,,,,,,,,
root vegetables,coffee,,,,,,,,,
butter milk,newspapers,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
berries,cream cheese ,,,,,,,,,
beef,root vegetables,,,,,,,,,
domestic eggs,soda,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
frankfurter,herbs,,,,,,,,,
packaged fruit/vegetables,dishes,,,,,,,,,
whole milk,frozen potato products,fruit/vegetable juice,,,,,,,,
sugar,shopping bags,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
tropical fruit,hygiene articles,candles,,,,,,,,
other vegetables,specialty chocolate,newspapers,,,,,,,,
pastry,whole milk,sausage,soda,soda,sliced cheese,domestic eggs,,,,
root vegetables,tropical fruit,,,,,,,,,
bottled beer,yogurt,butter milk,,,,,,,,
root vegetables,rolls/buns,shopping bags,,,,,,,,
sausage,root vegetables,,,,,,,,,
pip fruit,napkins,cat food,,,,,,,,
sausage,shopping bags,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
whole milk,dish cleaner,,,,,,,,,
frozen fish,tropical fruit,,,,,,,,,
white bread,brown bread,,,,,,,,,
liquor,other vegetables,whole milk,other vegetables,,,,,,,
ham,canned beer,salty snack,,,,,,,,
sausage,yogurt,,,,,,,,,
brown bread,candy,chocolate,,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
margarine,bottled beer,,,,,,,,,
waffles,chicken,hard cheese,dishes,,,,,,,
frankfurter,brandy,,,,,,,,,
dessert,dishes,,,,,,,,,
pet care,rolls/buns,,,,,,,,,
brown bread,white wine,,,,,,,,,
soups,whole milk,beef,bottled beer,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
curd,soda,,,,,,,,,
oil,shopping bags,,,,,,,,,
tropical fruit,newspapers,specialty chocolate,margarine,,,,,,,
meat,tropical fruit,whipped/sour cream,,,,,,,,
oil,brown bread,oil,seasonal products,,,,,,,
frankfurter,citrus fruit,bottled water,fruit/vegetable juice,,,,,,,
ice cream,whole milk,,,,,,,,,
bottled water,butter,waffles,,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
sausage,chocolate,newspapers,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
softener,salty snack,,,,,,,,,
brown bread,whole milk,,,,,,,,,
yogurt,yogurt,bags,,,,,,,,
whole milk,soda,,,,,,,,,
pip fruit,nuts/prunes,bottled beer,,,,,,,,
butter milk,pip fruit,,,,,,,,,
pip fruit,pudding powder,,,,,,,,,
coffee,berries,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
root vegetables,pastry,specialty chocolate,,,,,,,,
pastry,roll products ,,,,,,,,,
sausage,sugar,,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
citrus fruit,soda,,,,,,,,,
butter,margarine,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
pot plants,soda,hygiene articles,,,,,,,,
frozen vegetables,yogurt,shopping bags,,,,,,,,
pip fruit,pastry,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
canned beer,frozen potato products,,,,,,,,,
whole milk,butter,,,,,,,,,
frozen fish,margarine,,,,,,,,,
whole milk,pastry,,,,,,,,,
butter,newspapers,,,,,,,,,
beef,pastry,yogurt,chewing gum,,,,,,,
coffee,napkins,,,,,,,,,
chocolate,dessert,,,,,,,,,
pet care,whole milk,,,,,,,,,
tropical fruit,flour,,,,,,,,,
popcorn,cat food,,,,,,,,,
other vegetables,root vegetables,pastry,margarine,,,,,,,
citrus fruit,frankfurter,citrus fruit,bottled water,,,,,,,
white wine,canned vegetables,flour,,,,,,,,
sausage,other vegetables,,,,,,,,,
canned vegetables,whole milk,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
sugar,whole milk,pastry,salty snack,,,,,,,
whole milk,flower (seeds),,,,,,,,,
other vegetables,ice cream,pork,salt,,,,,,,
sausage,fish,,,,,,,,,
canned beer,brown bread,,,,,,,,,
pip fruit,onions,domestic eggs,,,,,,,,
soft cheese,chewing gum,cling film/bags,,,,,,,,
pork,long life bakery product,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
pastry,frozen fish,,,,,,,,,
organic sausage,salty snack,white bread,,,,,,,,
frozen vegetables,canned beer,brown bread,soda,,,,,,,
whole milk,shopping bags,,,,,,,,,
ice cream,hamburger meat,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
chicken,canned beer,,,,,,,,,
root vegetables,dish cleaner,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
curd,other vegetables,,,,,,,,,
other vegetables,semi-finished bread,domestic eggs,newspapers,,,,,,,
detergent,rolls/buns,yogurt,,,,,,,,
whole milk,other vegetables,soda,long life bakery product,,,,,,,
other vegetables,shopping bags,other vegetables,,,,,,,,
pastry,shopping bags,,,,,,,,,
shopping bags,curd,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
sugar,canned vegetables,,,,,,,,,
misc. beverages,shopping bags,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
misc. beverages,sliced cheese,domestic eggs,,,,,,,,
whole milk,grapes,,,,,,,,,
flower (seeds),bottled beer,,,,,,,,,
female sanitary products,other vegetables,,,,,,,,,
whole milk,napkins,,,,,,,,,
whole milk,yogurt,semi-finished bread,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
pip fruit,napkins,,,,,,,,,
dessert,whole milk,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
frankfurter,curd,white bread,rolls/buns,coffee,,,,,,
sausage,curd,yogurt,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
fruit/vegetable juice,butter,,,,,,,,,
soda,waffles,,,,,,,,,
sausage,chicken,frozen vegetables,whole milk,packaged fruit/vegetables,,,,,,
rolls/buns,brown bread,,,,,,,,,
tropical fruit,cling film/bags,,,,,,,,,
butter milk,oil,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
yogurt,specialty vegetables,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
other vegetables,newspapers,rolls/buns,,,,,,,,
margarine,rolls/buns,,,,,,,,,
soda,shopping bags,,,,,,,,,
pip fruit,specialty bar,chocolate,,,,,,,,
ham,frozen meals,,,,,,,,,
beef,newspapers,bottled beer,,,,,,,,
specialty chocolate,bottled water,,,,,,,,,
hamburger meat,brown bread,,,,,,,,,
pork,beverages,dishes,,,,,,,,
pet care,mustard,,,,,,,,,
whole milk,rolls/buns,soda,,,,,,,,
chicken,waffles,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,sugar,,,,,,,,,
frozen fish,sausage,other vegetables,canned beer,yogurt,shopping bags,beverages,chewing gum,canned beer,,
dessert,soft cheese,shopping bags,,,,,,,,
margarine,soda,,,,,,,,,
yogurt,coffee,candy,candles,,,,,,,
whipped/sour cream,seasonal products,,,,,,,,,
dessert,pastry,,,,,,,,,
whole milk,baking powder,,,,,,,,,
canned beer,white wine,chocolate,,,,,,,,
other vegetables,Instant food products,sugar,,,,,,,,
meat,whole milk,whipped/sour cream,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
root vegetables,mustard,,,,,,,,,
other vegetables,napkins,,,,,,,,,
specialty chocolate,pork,,,,,,,,,
bottled beer,soda,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
specialty bar,yogurt,,,,,,,,,
whole milk,newspapers,hygiene articles,,,,,,,,
specialty bar,pastry,,,,,,,,,
citrus fruit,roll products ,,,,,,,,,
beef,pasta,,,,,,,,,
tropical fruit,napkins,,,,,,,,,
coffee,hard cheese,domestic eggs,,,,,,,,
frankfurter,yogurt,,,,,,,,,
citrus fruit,soda,,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
curd,pastry,,,,,,,,,
sausage,soda,cooking chocolate,roll products ,,,,,,,
curd,margarine,,,,,,,,,
detergent,newspapers,other vegetables,ketchup,,,,,,,
domestic eggs,whole milk,fruit/vegetable juice,,,,,,,,
rolls/buns,meat,whole milk,domestic eggs,white bread,domestic eggs,,,,,
waffles,chocolate,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,white bread,whole milk,,,,,,,,
chocolate,butter,,,,,,,,,
other vegetables,sausage,beef,whole milk,prosecco,ice cream,waffles,,,,
pot plants,tropical fruit,pip fruit,whole milk,semi-finished bread,,,,,,
tropical fruit,other vegetables,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
soda,sausage,yogurt,root vegetables,,,,,,,
hamburger meat,cream cheese ,,,,,,,,,
white wine,white bread,,,,,,,,,
soda,soda,roll products ,,,,,,,,
whipped/sour cream,pork,pastry,soda,,,,,,,
house keeping products,domestic eggs,,,,,,,,,
pastry,brown bread,,,,,,,,,
margarine,newspapers,,,,,,,,,
coffee,canned fish,,,,,,,,,
berries,bottled beer,,,,,,,,,
UHT-milk,pip fruit,specialty chocolate,chewing gum,canned fruit,,,,,,
pastry,margarine,,,,,,,,,
beverages,sliced cheese,semi-finished bread,,,,,,,,
whole milk,candy,,,,,,,,,
soft cheese,specialty cheese,,,,,,,,,
detergent,other vegetables,detergent,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
canned beer,flour,newspapers,,,,,,,,
yogurt,whole milk,,,,,,,,,
bottled water,processed cheese,packaged fruit/vegetables,yogurt,,,,,,,
condensed milk,other vegetables,,,,,,,,,
cream cheese ,canned beer,chewing gum,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
sausage,yogurt,,,,,,,,,
UHT-milk,soda,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
sausage,spread cheese,chocolate,,,,,,,,
root vegetables,long life bakery product,,,,,,,,,
pastry,chocolate,flour,,,,,,,,
soda,sliced cheese,,,,,,,,,
ice cream,butter,,,,,,,,,
pork,specialty bar,long life bakery product,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
ice cream,UHT-milk,,,,,,,,,
soda,root vegetables,,,,,,,,,
chicken,fruit/vegetable juice,cake bar,,,,,,,,
citrus fruit,bottled water,pastry,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
margarine,bottled water,,,,,,,,,
cream cheese ,frankfurter,root vegetables,yogurt,,,,,,,
beverages,root vegetables,candles,,,,,,,,
other vegetables,frozen vegetables,rolls/buns,,,,,,,,
pastry,specialty chocolate,,,,,,,,,
domestic eggs,frozen fish,,,,,,,,,
pork,pork,margarine,other vegetables,,,,,,,
rolls/buns,grapes,bottled beer,sausage,salty snack,Instant food products,domestic eggs,bottled water,,,
citrus fruit,toilet cleaner,,,,,,,,,
finished products,spread cheese,,,,,,,,,
pork,long life bakery product,,,,,,,,,
frankfurter,brown bread,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
whole milk,curd cheese,root vegetables,pastry,,,,,,,
chocolate,tropical fruit,,,,,,,,,
white bread,UHT-milk,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
rolls/buns,bottled beer,dishes,pip fruit,whole milk,hard cheese,brown bread,soda,,,
beverages,fruit/vegetable juice,,,,,,,,,
liquor (appetizer),tropical fruit,,,,,,,,,
ham,whole milk,,,,,,,,,
packaged fruit/vegetables,canned beer,,,,,,,,,
semi-finished bread,whole milk,mustard,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
liver loaf,other vegetables,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
chocolate,curd,salty snack,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
whole milk,Instant food products,pip fruit,canned beer,,,,,,,
bottled water,butter milk,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
napkins,napkins,,,,,,,,,
margarine,soda,canned fish,,,,,,,,
chocolate,herbs,chocolate,,,,,,,,
berries,canned fish,,,,,,,,,
white bread,pip fruit,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
whole milk,margarine,,,,,,,,,
canned beer,ham,,,,,,,,,
other vegetables,yogurt,bottled water,,,,,,,,
root vegetables,butter milk,,,,,,,,,
ham,pastry,,,,,,,,,
whole milk,canned beer,,,,,,,,,
curd,whole milk,,,,,,,,,
pork,butter,napkins,seasonal products,coffee,,,,,,
beverages,waffles,specialty chocolate,,,,,,,,
fruit/vegetable juice,white bread,,,,,,,,,
dessert,curd,whole milk,bottled water,,,,,,,
rolls/buns,yogurt,hard cheese,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
newspapers,cookware,,,,,,,,,
pastry,frozen fish,,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
newspapers,canned beer,,,,,,,,,
pork,cat food,,,,,,,,,
canned fish,cream cheese ,,,,,,,,,
newspapers,hard cheese,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
pork,bottled beer,flour,,,,,,,,
coffee,sausage,salt,white wine,,,,,,,
turkey,newspapers,,,,,,,,,
onions,frozen vegetables,,,,,,,,,
sausage,other vegetables,,,,,,,,,
frozen vegetables,bottled beer,,,,,,,,,
sausage,tropical fruit,sausage,frankfurter,cream cheese ,other vegetables,hard cheese,chocolate,flour,,
frozen potato products,whole milk,pastry,rolls/buns,candy,bottled beer,,,,,
pork,root vegetables,,,,,,,,,
whole milk,yogurt,pasta,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
specialty bar,shopping bags,chocolate,,,,,,,,
hamburger meat,white bread,,,,,,,,,
pip fruit,curd,coffee,rolls/buns,,,,,,,
newspapers,flour,,,,,,,,,
beef,domestic eggs,,,,,,,,,
canned beer,onions,,,,,,,,,
other vegetables,cream cheese ,tropical fruit,root vegetables,specialty chocolate,,,,,,
butter milk,pickled vegetables,,,,,,,,,
canned beer,pip fruit,rolls/buns,brown bread,soft cheese,shopping bags,,,,,
newspapers,canned beer,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
whole milk,yogurt,,,,,,,,,
hamburger meat,salt,,,,,,,,,
rolls/buns,brandy,,,,,,,,,
mustard,soda,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
whole milk,pastry,,,,,,,,,
ham,waffles,,,,,,,,,
turkey,whole milk,,,,,,,,,
rolls/buns,soda,citrus fruit,spread cheese,,,,,,,
pet care,bottled water,soda,,,,,,,,
other vegetables,tropical fruit,onions,cream cheese ,root vegetables,root vegetables,yogurt,,,,
other vegetables,rolls/buns,,,,,,,,,
other vegetables,salt,,,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
curd,bottled beer,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
sausage,soda,pastry,flower (seeds),newspapers,,,,,,
sausage,chocolate,newspapers,pastry,,,,,,,
whole milk,waffles,soft cheese,domestic eggs,dish cleaner,bathroom cleaner,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
other vegetables,soda,,,,,,,,,
canned beer,brown bread,,,,,,,,,
pot plants,rolls/buns,,,,,,,,,
oil,bottled water,oil,,,,,,,,
dessert,berries,newspapers,onions,,,,,,,
pastry,ketchup,,,,,,,,,
newspapers,sausage,,,,,,,,,
onions,flour,,,,,,,,,
domestic eggs,beef,coffee,bottled beer,,,,,,,
tropical fruit,sugar,,,,,,,,,
pip fruit,newspapers,root vegetables,,,,,,,,
root vegetables,pip fruit,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
sausage,butter,,,,,,,,,
pork,other vegetables,,,,,,,,,
whole milk,turkey,long life bakery product,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
packaged fruit/vegetables,yogurt,bottled beer,,,,,,,,
ice cream,meat spreads,,,,,,,,,
misc. beverages,instant coffee,soda,tropical fruit,cling film/bags,,,,,,
butter,tropical fruit,,,,,,,,,
beef,cake bar,butter,,,,,,,,
herbs,grapes,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
long life bakery product,brown bread,,,,,,,,,
citrus fruit,specialty chocolate,,,,,,,,,
canned vegetables,brown bread,salty snack,,,,,,,,
soda,whole milk,,,,,,,,,
pip fruit,pastry,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
bottled water,liquor,,,,,,,,,
citrus fruit,citrus fruit,whole milk,newspapers,detergent,yogurt,salty snack,,,,
pork,specialty chocolate,,,,,,,,,
other vegetables,margarine,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
chewing gum,soft cheese,,,,,,,,,
specialty cheese,beverages,,,,,,,,,
other vegetables,frozen fish,,,,,,,,,
other vegetables,curd,,,,,,,,,
pip fruit,cream cheese ,,,,,,,,,
sausage,tropical fruit,rolls/buns,,,,,,,,
soda,domestic eggs,,,,,,,,,
butter,grapes,bottled water,,,,,,,,
bottled beer,soups,detergent,,,,,,,,
ham,whole milk,shopping bags,,,,,,,,
pastry,candles,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
ham,rolls/buns,rolls/buns,chewing gum,,,,,,,
UHT-milk,root vegetables,cake bar,,,,,,,,
whole milk,citrus fruit,butter,dental care,,,,,,,
hamburger meat,other vegetables,frozen dessert,oil,,,,,,,
sausage,other vegetables,,,,,,,,,
whole milk,cat food,,,,,,,,,
yogurt,newspapers,,,,,,,,,
root vegetables,soda,,,,,,,,,
frozen meals,pip fruit,dish cleaner,processed cheese,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,
pip fruit,sauces,,,,,,,,,
sugar,curd,,,,,,,,,
whole milk,soda,,,,,,,,,
beef,whole milk,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
beef,chicken,newspapers,organic products,chocolate,,,,,,
frozen vegetables,butter,,,,,,,,,
onions,newspapers,newspapers,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
other vegetables,dog food,,,,,,,,,
brown bread,misc. beverages,,,,,,,,,
butter,bottled beer,,,,,,,,,
domestic eggs,coffee,,,,,,,,,
pastry,waffles,napkins,,,,,,,,
other vegetables,rolls/buns,specialty cheese,,,,,,,,
tropical fruit,soda,canned vegetables,,,,,,,,
pork,liquor,,,,,,,,,
white bread,fruit/vegetable juice,,,,,,,,,
soft cheese,spices,,,,,,,,,
soda,candy,,,,,,,,,
pork,whole milk,,,,,,,,,
frankfurter,ham,white wine,detergent,popcorn,,,,,,
citrus fruit,other vegetables,,,,,,,,,
beverages,cat food,soda,,,,,,,,
dishes,fruit/vegetable juice,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
